budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
160000000,Mandeville Films,USA,Bill Condon,Family,1264064380,Beauty and the Beast,PG,16/03/17,129,7.1,Emma Watson,263977,Stephen Chbosky,2017,2.836,15.442,1.96
20000000,DreamWorks,USA,Jason Hall,Biography,9995692,Thank You for Your Service,R,27/10/17,109,6.5,Miles Teller,11750,David Finkel,2017,0.6,3.003,0.6
65000,100 Acres of Hell Productions,USA,Hank Leigh Hump,Action,5152,100 Acres of Hell,R,2/03/19,85,2.8,Gene Snisky,180,Jason L. Koerner,2019,0.6,0.6,0.6
28000000,Broken Road Productions,USA,Jeff Tomsic,Action,78130625,Tag,R,5/07/18,100,6.5,Ed Helms,109263,Rob McKittrick,2018,0.98,2.482,0.6
20000000,Summit Entertainment,USA,Stuart Hazeldine,Drama,96942115,The Shack,R,3/03/17,132,6.3,Sam Worthington,29510,John Fusco,2017,0.84,6.407,1.995
69000000,Chernin Entertainment,USA,Francis Lawrence,Action,151572634,Red Sparrow,R,1/03/18,140,6.6,Jennifer Lawrence,159357,Justin Haythe,2018,1.363,11.989,1.4
30000000,Warner Bros.,USA,Jon M. Chu,Comedy,238538736,Crazy Rich Asians,PG,15/08/18,120,6.9,Constance Wu,133010,Peter Chiarelli,2018,2.481,3.086,0.6
20000000,Fox Searchlight Pictures,USA,Dome Karukoski,Biography,9090040,Tolkien,R,12/09/19,112,6.8,Nicholas Hoult,30026,David Gleeson,2019,1.094,6.5,0.828
217000000,Paramount Pictures,USA,Michael Bay,Action,605425157,Transformers - The Last Knight,R,22/06/17,154,5.2,Mark Wahlberg,132180,Art Marcum,2017,0.6,13.736,1.671
22000000,New Line Cinema,USA,Richie Keen,Comedy,41087017,Fist Fight,R,15/06/17,91,5.6,Charlie Day,38840,Van Robichaux,2017,1.159,3.419,0.6
111000000,Blue Sky Studios,USA,Carlos Saldanha,Animation,296069199,Ferdinand,G,21/12/17,108,6.7,Jack Gore,46400,Robert L. Baird,2017,2.039,0.745,1.62
150000000,Twentieth Century Fox,USA,Matt Reeves,Action,490719763,War for the Planet of the Apes,R,13/07/17,140,7.4,Andy Serkis,222173,Mark Bomback,2017,2.009,10.124,1.62
80000000,Illumination Entertainment,USA,Kyle Balda,Animation,1034799409,Despicable Me 3,PG,24/08/17,89,6.3,Steve Carell,108791,Cinco Paul,2017,1.388,5.05,1.321
15000000,Millennium Films,USA,Alain Desrochers,Action,776522,Security,R,4/03/17,88,5.7,Antonio Banderas,15386,Tony Mosher,2017,1.4,6.852,0.6
180000000,Walt Disney Pictures,USA,Taika Waititi,Action,853979142,Thor: Ragnarok,R,25/10/17,130,7.9,Chris Hemsworth,564511,Eric Pearson,2017,6.353,19.689,1.4
350000,Emphatic Films,USA,Eddie Mensore,Drama,226421,Mine 9,NOT RATED,19/05/20,83,6.8,Terry Serpico,3910,Eddie Mensore,2019,0.6,2.19,0.6
50000000,Cross Creek Pictures,USA,Doug Liman,Action,134866593,American Made,R,14/09/17,115,7.2,Tom Cruise,153394,Gary Spinelli,2017,1,35.827,0.6
19000000,Perfect World Pictures,USA,Malcolm D. Lee,Adventure,140552359,Girl's Trip,R,12/04/18,122,6.2,Regina Hall,33440,Erica Rivinoja,2017,1.22,3.921,1.62
175000000,Pixar Animation Studios,USA,Brian Fee,Animation,383930656,Cars 3,G,14/09/17,102,6.7,Owen Wilson,71587,Brian Fee,2017,0.6,9.701,0.6
100000000,Lionsgate,USA,Dean Israelite,Action,142337240,Power Rangers,PG-13,6/04/17,124,5.9,Dacre Montgomery,99986,John Gatins,2017,0.972,2.899,0.972
185000000,Warner Bros.,USA,Jordan Vogt-Roberts,Action,566652812,Kong: Skull Island,R,9/03/17,118,6.6,Tom Hiddleston,262000,Dan Gilroy,2017,1.673,5.525,1.849
12000000,Cinelou Films,USA,Alexandre Moors,Drama,57946,The Yellow Birds,R,15/06/18,94,5.7,Alden Ehrenreich,3113,David Lowery,2017,0.6,2.37,0.6
170000000,Warner Bros.,USA,Michael Dougherty,Action,386600138,Godzilla II - King of the Monsters,R,30/05/19,132,6,Kyle Chandler,125326,Michael Dougherty,2019,0.6,6.54,1.714
62000000,Columbia Pictures,USA,Antoine Fuqua,Action,190400157,The Equalizer 2,R,13/09/18,121,6.7,Denzel Washington,125883,Richard Wenk,2018,1.819,8.519,1.094
85000000,Paramount Pictures,USA,Jeff Fowler,Action,306766470,Sonic the Hedgehog,PG,13/02/20,99,6.5,Ben Schwartz,74639,Pat Casey,2020,0.98,2.176,0.6
18000000,Millennium Media,USA,Rod Lurie,Action,1049275,The Outpost,R,3/07/20,123,6.7,Scott Eastwood,10057,Paul Tamasy,2020,0.6,5.833,1.22
170000000,Walt Disney Pictures,USA,Tim Burton,Adventure,353284621,Dumbo,PG,28/03/19,112,6.3,Colin Farrell,62609,Ehren Kruger,2019,5.285,11.109,0.974
45000000,Amazon Studios,USA,John Crowley,Drama,9932621,The Goldflinch,R,10/10/19,149,6.3,Oakes Fegley,14265,Peter Straughan,2019,1.107,2.729,1.03
10000000,ShivHans Pictures,USA,Tom Shadyac,Biography,4376819,Brian Banks,PG-13,9/08/19,99,7.2,Aldis Hodge,3876,Doug Atchison,2018,1.646,2.376,0.828
30000000,Los Angeles Media Fund (LAMF),USA,Peter Chelsom,Drama,16080475,The Space Between Us,R,3/06/17,120,6.4,Gary Oldman,46744,Allan Loeb,2017,1.361,19.171,1.511
80000000,DC Entertainment,USA,Chris McKay,Animation,311950384,The Lego Batman Movie,PG,9/02/17,104,7.3,Will Arnett,128222,Seth Grahame-Smith,2017,2.782,1.847,0.98
160000000,Walt Disney Pictures,USA,Anna Boden,Action,1128276090,Captain Marvel,R,6/03/19,123,6.9,Brie Larson,422676,Anna Boden,2019,2.588,10.235,0.6
321000000,Marvel Studios,USA,Anthony Russo,Action,2048359754,Avengers: Infinity War,R,25/04/18,149,8.4,Robert Downey Jr.,796486,Christopher Markus,2018,3.539,30.016,2.373
356000000,Marvel Studios,USA,Anthony Russo,Action,2797800564,Avengers: Endgame,R,24/04/19,181,8.4,Robert Downey Jr.,754786,Christopher Markus,2019,3.539,30.016,2.373
