budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
75000000,Cherry Alley Productions,USA,Sam Weisman,Comedy,28535768,The Out-of-Towners,PG-13,2/04/99,90,5.3,Steve Martin,11242,Neil Simon,1999,0.608,11.497,0.766
70000000,Morgan Creek Productions,USA,Hugh Johnson,Action,11227940,Chill Factor,R,1/09/99,102,5.2,Cuba Gooding Jr.,8600,Drew Gitlin,1999,0.6,3.2,0.652
21000000,Absolute Entertainment (II),USA,John Duigan,Comedy,15593,Molly,PG-13,1999-07,102,5.8,Elisabeth Shue,2410,Richard Christie,1999,1.094,5.742,0.6
7500000,Code Productions,USA,Robert Marcarelli,Action,12614346,The Omega Code,PG-13,27/08/99,100,3.5,Casper Van Dien,4762,Stephan Blinn,1999,0.6,4.098,0.6
7000000,Am Psycho Productions,USA,Mary Harron,Crime,15070285,American Psycho,R,14/04/00,102,7.6,Christian Bale,391018,Bret Easton Ellis,2000,0.84,11.644,0.98
90000000,Twentieth Century Fox Film Corporation,USA,Robert Zemeckis,Adventure,233632142,Cast Away,PG-13,22/12/00,143,7.8,Tom Hanks,429806,William Broyles Jr.,2000,3.298,13.176,0.6
93000000,Columbia Pictures Corporation,USA,McG,Action,125305545,Charlie's Angels,PG-13,3/11/00,98,5.5,Cameron Diaz,153010,Ryan Rowe,2000,0.703,1.83,1.048
90000000,Touchstone Pictures,USA,Dominic Sena,Action,101648571,Gone in Sixty Seconds,PG-13,9/06/00,118,6.5,Nicolas Cage,230823,H.B. Halicki,2000,0.6,9.282,1.214
33000000,New Line Cinema,USA,Tarsem Singh,Horror,61334059,The Cell,R,18/08/00,107,6.3,Jennifer Lopez,84206,Mark Protosevich,2000,1.4,2.644,0.6
11000000,Beacon Communications,USA,Peyton Reed,Comedy,68379000,Bring It On,PG-13,25/08/00,98,6,Kirsten Dunst,74635,Jessica Bendinger,2000,1.994,2.523,0.6
80000000,New Line Cinema,USA,Roger Donaldson,Drama,34592089,Thirteen Days,PG-13,12/01/01,145,7.3,Kevin Costner,47719,David Self,2000,1.546,1.4,0.6
13000000,Twentieth Century Fox Film Corporation,USA,Danny Leiner,Comedy,46729800,"Dude, Where's My Car?",PG-13,15/12/00,83,5.5,Ashton Kutcher,121888,Philip Stark,2000,0.6,3.714,0.764
82000000,Phoenix Pictures,USA,Roger Spottiswoode,Action,34604280,The 6th Day,PG-13,17/11/00,123,5.9,Arnold Schwarzenegger,104775,Cormac Wibberley,2000,1.146,1.758,0.98
43000000,Columbia Pictures Corporation,USA,Betty Thomas,Comedy,37170488,28 Days,PG-13,14/04/00,103,6,Sandra Bullock,37015,Susannah Grant,2000,1.094,3.849,0.84
75000000,Columbia Pictures Corporation,USA,Martin Campbell,Action,69243859,Vertical Limit,PG-13,8/12/00,124,5.9,Scott Glenn,52111,Robert King,2000,0.84,2.965,0.63
75000000,David Kirschner Productions,USA,Don Bluth,Animation,22751979,Titan A.E.,PG,16/06/00,94,6.6,Matt Damon,54115,Hans Bauer,2000,1.4,0.6,0.84
85000000,Cruella Productions,USA,Kevin Lima,Adventure,66957026,102 Dalmatians,G,22/11/00,100,4.8,Glenn Close,28524,Dodie Smith,2000,1.575,0.6,0.6
10000000,Haft Entertainment,USA,Joel Schumacher,Drama,139692,Tigerland,R,24/05/01,101,7,Colin Farrell,34628,Ross Klavan,2000,2.287,3.381,0.652
55000000,British Broadcasting Corporation (BBC),USA,Curtis Hanson,Comedy,19389454,Wonder Boys,R,25/02/00,107,7.4,Michael Douglas,56555,Michael Chabon,2000,1.4,21.581,1.095
63600000,Morgan Creek Productions,USA,Stephen Kay,Action,14967182,Get Carter,R,6/10/00,102,5.1,Sylvester Stallone,28856,Ted Lewis,2000,0.6,8.069,0.6
15000000,Artisan Entertainment,USA,Joe Berlinger,Adventure,26437094,Book of Shadows: Blair Witch 2,R,27/10/00,90,4,Jeffrey Donovan,31565,Daniel Myrick,2000,0.652,1.48,0.6
65000000,Castle Rock Entertainment,USA,Taylor Hackford,Action,32598931,Proof of Life,R,8/12/00,135,6.2,Meg Ryan,50964,Tony Gilroy,2000,1.672,23.05,1.708
30000000,Lewitt / Eberts Prouctions,USA,Joe Charbanic,Crime,28927720,The Watcher,R,8/09/00,97,5.3,James Spader,23123,Darcy Meyers,2000,0.6,4.386,0.84
35000000,Universal Pictures,USA,Rob Cohen,Action,35007180,The Skulls,PG-13,31/03/00,106,5.6,Joshua Jackson,28112,John Pogue,2000,2.328,11.644,0.6
25000000,Davis-Panzer Productions,USA,Douglas Aarniokoski,Action,12801190,Highlander: Endgame,R,1/09/00,87,4.6,Christopher Lambert,17216,Gregory Widen,2000,1.06,15.11,0.6
16000000,StudioCanal,USA,Kathryn Bigelow,Crime,102622,The Weight of Water,R,31/07/02,100,5.9,Catherine McCormack,7993,Anita Shreve,2000,1.455,10.507,0.6
60000000,Morgan Creek Productions,USA,Christian Duguay,Action,30208599,The Art of War,R,25/08/00,117,5.7,Wesley Snipes,26180,Wayne Beach,2000,0.63,21.055,0.694
24000000,NPV Entertainment,USA,Davis Guggenheim,Drama,5108820,Gossip,R,21/04/00,90,5.9,James Marsden,13017,Gregory Poirier,2000,1.103,10.507,0.612
8000000,Fox Searchlight Pictures,USA,Fina Torres,Comedy,5018450,Woman on Top,R,22/09/00,92,5.3,Penélope Cruz,9009,Vera Blasi,2000,0.694,4.37,0.6
15000000,Hollywood Pictures,USA,Bruce Paltrow,Comedy,4734235,Duets,R,15/09/00,112,6,Huey Lewis,8505,John Byrum,2000,0.694,3.724,0.652
150000,Miramax,USA,Gary Winick,Comedy,2882062,Tadpole,PG-13,23/08/02,78,6.2,Sigourney Weaver,5310,Heather McGowan,2000,0.919,6.682,0.6
12500000,Morgan Creek Productions,USA,Mary Lambert,Drama,5217498,The In Crowd,PG-13,19/07/00,105,4.6,Lori Heuring,3803,Mark Gibson,2000,1.586,1.4,0.6
6000000,Code Entertainment,USA,Nick Gomez,Crime,15427192,Drowning Mona,PG-13,3/03/00,96,5.6,Danny DeVito,12165,Peter Steinfeld,2000,1.021,6.729,1.4
115000000,Paramount Pictures,USA,Simon West,Action,131144183,Lara Croft: Tomb Raider,PG-13,15/06/01,100,5.8,Angelina Jolie,167892,Sara B. Cooper,2001,1.22,5.136,1.108
58000000,Universal Pictures,USA,Ron Howard,Biography,170742341,A Beautiful Mind,PG-13,4/01/02,135,8.2,Russell Crowe,681379,Akiva Goldsman,2001,4.23,12.513,4.145
45000000,Warner Bros.,USA,Antoine Fuqua,Crime,76631907,Training Day,R,5/10/01,122,7.7,Denzel Washington,328937,David Ayer,2001,0.84,5.815,2.914
18000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Luketic,Comedy,96520674,Legally Blonde,PG-13,13/07/01,96,6.2,Reese Witherspoon,145161,Amanda Brown,2001,1.258,3.198,0.6
92000000,Revolution Studios,USA,Ridley Scott,Drama,108638745,Black Hawk Down,R,18/01/02,144,7.7,Josh Hartnett,313611,Mark Bowden,2001,3.975,2.471,0.6
38000000,Universal Pictures,USA,Rob Cohen,Action,144533925,The Fast and the Furious,PG-13,22/06/01,106,6.7,Vin Diesel,295769,Ken Li,2001,2.328,9.395,1.434
87000000,Metro-Goldwyn-Mayer (MGM),USA,Ridley Scott,Crime,165092268,Hannibal,R,9/02/01,131,6.8,Anthony Hopkins,221016,Thomas Harris,2001,3.975,10.839,0.664
100000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Action,180011740,Planet of the Apes,PG-13,27/07/01,119,5.7,Mark Wahlberg,189575,Pierre Boulle,2001,6.942,1.4,0.84
85000000,Warner Bros.,USA,Steven Soderbergh,Crime,183405771,Ocean's Eleven,PG-13,7/12/01,116,7.8,George Clooney,434421,George Clayton Johnson,2001,3.202,30.166,1.22
140000000,Touchstone Pictures,USA,Michael Bay,Action,198542554,Pearl Harbor,PG-13,25/05/01,183,6.1,Ben Affleck,272170,Randall Wallace,2001,1.4,4.878,1.22
15000000,Columbia Pictures Corporation,USA,Joel Gallen,Comedy,38252284,Not Another Teen Movie,R,14/12/01,89,5.7,Chyler Leigh,85003,Mike Bender,2001,1.263,13.092,0.6
35000000,Twentieth Century Fox Film Corporation,USA,Albert Hughes,Horror,31602566,From Hell,R,19/10/01,122,6.8,Johnny Depp,131821,Alan Moore,2001,0.84,3.228,0.988
42000000,Warner Bros.,USA,Steve Beck,Horror,41867960,Thir13en Ghosts,R,26/10/01,91,5.6,Tony Shalhoub,69143,Robb White,2001,0.731,20.232,0.6
107000000,Columbia Pictures Corporation,USA,Michael Mann,Biography,58203105,Ali,R,25/12/01,157,6.8,Will Smith,83314,Gregory Allen Howard,2001,2.101,2.241,0.716
7000000,United Artists,USA,Terry Zwigoff,Comedy,6217849,Ghost World,R,21/09/01,111,7.4,Steve Buscemi,101596,Daniel Clowes,2001,1.666,1.4,1.674
68000000,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,USA,Iain Softley,Drama,50338485,K-PAX,PG-13,26/10/01,120,7.4,Kevin Spacey,158661,Gene Brewer,2001,0.6,29.847,0.6
20000000,Jersey Films,USA,Jesse Dylan,Comedy,31155435,How High,R,21/12/01,93,6.3,Method Man,45777,Dustin Lee Abraham,2001,0.6,1.859,1.4
57000000,DreamWorks,USA,Gore Verbinski,Adventure,66808615,The Mexican,R,2/03/01,123,6.1,Brad Pitt,91818,J.H. Wyman,2001,3.384,1.928,1.176
23000000,Regency Enterprises,USA,John Dahl,Mystery,21973182,Joy Ride,R,5/10/01,97,6.6,Steve Zahn,56355,Clay Tarver,2001,1.26,1.62,0.6
60000000,Paramount Pictures,USA,Lee Tamahori,Drama,74078174,Along Came a Spider,R,6/04/01,104,6.3,Morgan Freeman,62868,James Patterson,2001,1.186,1.859,1.166
13000000,Bandeira Entertainment,USA,Blair Hayes,Adventure,5002310,Bubble Boy,PG-13,24/08/01,84,5.6,Jake Gyllenhaal,27008,Cinco Paul,2001,0.608,21.188,1.4
48000000,Konrad Pictures,USA,James Mangold,Comedy,47121859,Kate & Leopold,PG-13,25/12/01,118,6.4,Meg Ryan,69008,Steven Rogers,2001,1.441,7.503,0.901
70000000,Warner Bros.,USA,Bobby Farrelly,Animation,13596911,Osmosis Jones,PG,10/08/01,95,6.3,Laurence Fishburne,27295,Marc Hyman,2001,0.6,0.6,1.008
75000000,Metro-Goldwyn-Mayer (MGM),USA,Barry Levinson,Comedy,41575141,Bandits,PG-13,12/10/01,123,6.5,Bruce Willis,59465,Harley Peyton,2001,1.854,5.068,1.96
31000000,Castle Rock Entertainment,USA,Scott Hicks,Drama,24185781,Hearts in Atlantis,PG-13,28/09/01,101,6.9,Anthony Hopkins,32102,Stephen King,2001,0.656,2.231,6.828
60000000,Warner Bros.,USA,Lawrence Guterman,Action,93385515,Cats & Dogs,PG,4/07/01,87,5.1,Alec Baldwin,48987,John Requa,2001,0.88,11.281,1.4
30000000,Columbia Pictures Corporation,USA,Daniel Sackheim,Crime,18001232,The Glass House,PG-13,14/09/01,106,5.8,Diane Lane,27097,Wesley Strick,2001,1.593,1.575,1.608
14000000,Regency Enterprises,USA,Tom Green,Comedy,14249005,Freddy Got Fingered,R,20/04/01,87,4.5,Tom Green,41235,Tom Green,2001,0.656,3.666,0.6
11000000,New Line Cinema,USA,Francine McDougall,Comedy,13276953,Sugar & Spice,PG-13,26/01/01,81,5.6,Marla Sokoloff,12035,Mandy Nelson,2001,0.6,5.218,0.6
14000000,Universal Pictures,USA,Mark Waters,Comedy,10397365,Head Over Heels,PG-13,2/02/01,86,5.4,Monica Potter,12325,John J. Strauss,2001,0.75,0.84,0.707
50000000,Twentieth Century Fox Film Corporation,USA,Gil Junger,Adventure,33422806,Black Knight,PG-13,21/11/01,95,4.8,Martin Lawrence,32829,Darryl Quarles,2001,0.606,5.904,0.98
62000000,Franchise Pictures,USA,Demian Lichtenstein,Action,15738632,3000 Miles to Graceland,R,23/02/01,125,5.9,Kurt Russell,39439,Richard Recco,2001,0.6,2.261,0.6
18000000,October Films,USA,Harald Zwart,Comedy,6290673,One Night at McCool's,R,27/04/01,93,6.1,Liv Tyler,26528,Stan Seidel,2001,0.6,5.615,0.98
35000000,Miramax,USA,Lasse Hallström,Drama,11434216,The Shipping News,R,18/01/02,111,6.8,Kevin Spacey,29749,Annie Proulx,2001,0.691,2.725,0.6
90000000,New Line Cinema,USA,Peter Chelsom,Comedy,6719973,Town & Country,R,27/04/01,104,4.4,Warren Beatty,4284,Michael Laughlin,2001,0.84,1.89,0.6
35000000,Morgan Creek Productions,USA,Les Mayfield,Action,13264986,American Outlaws,PG-13,17/08/01,94,6,Colin Farrell,12534,Roderick Taylor,2001,0.764,0.6,0.6
40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,4/01/02,95,6.2,Shane Brolly,20767,Philip K. Dick,2001,2.415,2.375,1.96
70000000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,112952899,Dr. Dolittle 2,PG,22/06/01,87,4.7,Eddie Murphy,36199,Hugh Lofting,2001,0.84,3.072,0.6
4500000,Stonelock Pictures,USA,Jill Sprecher,Drama,3288164,Thirteen Conversations About One Thing,R,5/07/02,104,7.1,Alan Arkin,8888,Karen Sprecher,2001,1.102,6.363,0.6
100000000,Miramax,USA,Martin Scorsese,Crime,77812000,Gangs of New York,R,20/12/02,167,7.5,Leonardo DiCaprio,340246,Jay Cocks,2002,5.362,3.392,1.344
94000000,New Line Cinema,USA,Peter Jackson,Adventure,342551365,The Lord of the Rings: The Two Towers,PG-13,18/12/02,179,8.7,Elijah Wood,1206786,J.R.R. Tolkien,2002,6.079,5.11,2.989
25000000,Paramount Pictures,USA,Stephen Daldry,Drama,41675994,The Hours,PG-13,14/02/03,110,7.6,Meryl Streep,108353,Michael Cunningham,2002,1.4,13.555,0.828
140000000,Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,190418803,Men in Black II,PG-13,3/07/02,88,6.1,Tommy Lee Jones,284356,Lowell Cunningham,2002,2.046,9.675,0.6
70000000,Revolution Studios,USA,Rob Cohen,Action,142109382,xXx,PG-13,9/08/02,124,5.8,Vin Diesel,156008,Rich Wilkes,2002,2.328,37.331,1.4
13000000,Fox 2000 Pictures,USA,Joel Schumacher,Crime,46566212,Phone Booth,R,4/04/03,81,7.1,Colin Farrell,221926,Larry Cohen,2002,2.287,9.497,1.4
12000000,Handprint Entertainment,USA,Julie Taymor,Biography,25885000,Frida,R,22/11/02,123,7.4,Salma Hayek,66915,Hayden Herrera,2002,0.7,9.497,0.668
18000000,Paramount Pictures,USA,Jake Kasdan,Comedy,41032915,Orange County,PG-13,11/01/02,82,6.2,Colin Hanks,42919,Mike White,2002,1.105,19.714,0.6
60000000,Universal Pictures,USA,Chuck Russell,Action,91047077,The Scorpion King,PG-13,19/04/02,92,5.5,Dwayne Johnson,110841,Stephen Sommers,2002,0.833,15.11,1.96
35000000,Warner Bros.,USA,Steve Beck,Horror,30113491,Ghost Ship,R,25/10/02,91,5.5,Julianna Margulies,80523,Mark Hanlon,2002,0.731,9.497,0.6
47000000,Twentieth Century Fox Film Corporation,USA,Steven Soderbergh,Drama,14970038,Solaris,PG-13,27/11/02,99,6.2,George Clooney,70859,Stanislaw Lem,2002,3.202,7.887,0.694
35000000,Warner Bros.,USA,Michael Rymer,Drama,30336800,Queen of the Damned,R,22/02/02,101,5.3,Aaliyah,46391,Anne Rice,2002,0.6,9.927,0.732
32000000,Lakeshore Entertainment,USA,Mark Pellington,Drama,35746370,The Mothman Prophecies,PG-13,25/01/02,119,6.5,Richard Gere,67002,Richard Hatem,2002,0.84,7.346,0.753
38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,24/05/02,115,5.7,Jennifer Lopez,32959,Nicholas Kazan,2002,1.877,2.341,1.176
8000000,Flan de Coco Films,USA,Miguel Arteta,Drama,14015786,The Good Girl,R,30/08/02,93,6.5,Jennifer Aniston,39603,Mike White,2002,0.655,0.621,0.6
5000000,25th Hour Productions,USA,Spike Lee,Drama,13060843,25th Hour,R,10/01/03,135,7.7,Edward Norton,156154,David Benioff,2002,2.337,11.644,3.222
80000000,DreamWorks Animation,USA,Kelly Asbury,Animation,73280117,Spirit: Stallion of the Cimarron,G,24/05/02,83,7.1,Matt Damon,50166,John Fusco,2002,2.535,4.317,1.082
80000000,Warner Bros.,USA,Simon Wells,Action,56684819,The Time Machine,PG-13,8/03/02,96,5.9,Guy Pearce,108052,H.G. Wells,2002,0.996,5.096,2.188
42000000,Twentieth Century Fox Film Corporation,USA,Carl Franklin,Crime,41543207,High Crimes,PG-13,5/04/02,115,6.3,Jim Caviezel,32605,Joseph Finder,2002,0.98,4.317,0.6
15000000,Walt Disney Pictures,USA,Jay Russell,Drama,19158074,Tuck Everlasting,PG,11/10/02,90,6.7,Alexis Bledel,18985,Natalie Babbitt,2002,0.619,15.992,0.6
17000000,Miramax,USA,Michael Lehmann,Comedy,37950822,40 Days and 40 Nights,R,1/03/02,96,5.6,Josh Hartnett,64465,Rob Perez,2002,0.648,9.311,0.6
20000000,98 MPH Productions,USA,John Lee Hancock,Drama,75600072,The Rookie,G,29/03/02,127,7,Dennis Quaid,28077,Mike Rich,2002,0.607,5.096,1.115
16000000,Warner Bros.,USA,Peter Kosminsky,Drama,16346122,White Oleander,PG-13,11/10/02,109,7.2,Michelle Pfeiffer,26787,Janet Fitch,2002,0.84,1.855,0.828
65000000,Walt Disney Pictures,USA,Michael Lembeck,Comedy,139236327,The Santa Clause 2,G,1/11/02,104,5.6,Tim Allen,38234,Don Rhymer,2002,1.96,20.232,0.863
20000000,Fox 2000 Pictures,USA,Charles Stone III,Comedy,56398162,Drumline,PG-13,13/12/02,118,5.7,Nick Cannon,29636,Shawn Schepps,2002,0.6,2.581,0.84
12000000,Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,75782105,Barbershop,PG-13,13/09/02,102,6.3,Ice Cube,23871,Mark Brown,2002,0.764,1.685,0.6
18000000,Castle Rock Entertainment,USA,D.J. Caruso,Crime,764554,The Salton Sea,R,17/05/02,103,7.2,Val Kilmer,27543,Tony Gayton,2002,1.38,2.74,0.6
25000000,Universal Pictures,USA,Malcolm D. Lee,Action,38230435,Undercover Brother,PG-13,31/05/02,86,5.8,Eddie Griffin,30636,John Ridley,2002,0.6,7.252,1.585
70000000,Atlas Entertainment,USA,John McTiernan,Action,18990798,Rollerball,R,8/02/02,98,3,Chris Klein,23008,William Harrison,2002,2.02,3.069,0.6
60000000,Universal Pictures,USA,Tom Shadyac,Drama,30063805,Dragonfly,PG-13,22/02/02,104,6.1,Kevin Costner,33117,Brandon Camp,2002,0.766,4.688,1.008
20000000,Disney Television Animation,USA,Robin Budd,Animation,48430258,Peter Pan II: Return to Neverland,G,15/02/02,72,5.8,Blayne Weaver,14642,Temple Mathews,2002,0.6,4.335,1.166
60000000,Warner Bros.,USA,Harold Ramis,Comedy,32122249,Analyze That,R,6/12/02,96,5.9,Robert De Niro,73442,Kenneth Lonergan,2002,3.943,5.211,0.742
2000000,Miramax,USA,Steven Soderbergh,Comedy,2506446,Full Frontal,R,2/08/02,101,4.8,Julia Roberts,8888,Coleman Hough,2002,3.202,4.62,0.98
250000,Cherry Sky Films,USA,Justin Lin,Crime,3802390,Better Luck Tomorrow,R,25/04/03,101,7.2,Parry Shen,8218,Ernesto Foronda,2002,1.384,2.485,0.6
140000000,Walt Disney Pictures,USA,Gore Verbinski,Action,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,9/07/03,143,8,Johnny Depp,886092,Ted Elliott,2003,3.384,6.41,2.251
137000000,Universal Pictures,USA,Ang Lee,Action,132177234,Hulk,PG-13,20/06/03,138,5.7,Eric Bana,223943,Stan Lee,2003,1.24,2.79,9.849
12600000,Summit Entertainment,USA,Rob Schmidt,Horror,15417771,Wrong Turn,R,30/05/03,84,6.1,Eliza Dushku,93636,Alan B. McElroy,2003,0.6,2.188,1.4
40000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,138614544,Cheaper by the Dozen,PG,25/12/03,98,5.8,Steve Martin,80652,Frank B. Gilbreth Jr.,2003,0.856,2.547,0.6
20000000,Walt Disney Pictures,USA,Andrew Davis,Adventure,67406573,Holes,PG,18/04/03,117,7.1,Shia LaBeouf,63052,Louis Sachar,2003,2.28,5.615,0.699
70000000,Columbia Pictures Corporation,USA,Tim Burton,Adventure,66257002,Big Fish,PG-13,9/01/04,125,8,Ewan McGregor,369336,Daniel Wallace,2003,6.942,0.84,0.6
30000000,Columbia Pictures Corporation,USA,James Mangold,Mystery,52159536,Identity,R,25/04/03,90,7.3,John Cusack,192146,Michael Cooney,2003,1.441,4.878,0.98
78000000,Angry Films,USA,Stephen Norrington,Action,66465204,The League of Extraordinary Gentlemen,PG-13,11/07/03,110,5.8,Sean Connery,148712,Alan Moore,2003,0.716,9.46,0.988
150000000,Twentieth Century Fox Film Corporation,USA,Peter Weir,Action,93927920,Master and Commander: The Far Side of the World,PG-13,14/11/03,138,7.4,Russell Crowe,178098,Patrick O'Brian,2003,1.238,2.902,1.052
85000000,Columbia Pictures Corporation,USA,Peter Berg,Action,47726342,The Rundown,PG-13,26/09/03,104,6.7,Dwayne Johnson,87321,R.J. Stewart,2003,0.6,5.096,0.84
26000000,Casual Friday Productions,USA,Mark Waters,Comedy,110230332,Freaky Friday,PG,6/08/03,97,6.1,Jamie Lee Curtis,104892,Mary Rodgers,2003,0.75,2.471,0.6
15000000,DreamWorks,USA,Vadim Perelman,Drama,13005485,House of Sand and Fog,R,9/01/04,126,7.6,Jennifer Connelly,58778,Andre Dubus III,2003,1.38,0.6,0.6
48000000,Dimension Films,USA,David Zucker,Comedy,110003217,Scary Movie 3,PG-13,24/10/03,84,5.5,Anna Faris,118792,Craig Mazin,2003,0.6,2.965,1.62
65000000,Revolution Studios,USA,Mike Newell,Drama,63860942,Mona Lisa Smile,PG-13,19/12/03,117,6.4,Julia Roberts,65841,Lawrence Konner,2003,1.16,8.573,0.6
35000000,Fox 2000 Pictures,USA,Peyton Reed,Comedy,20298207,Down with Love,PG-13,16/05/03,101,6.3,Ewan McGregor,34946,Eve Ahlert,2003,1.994,5.483,0.6
70000000,Cheyenne Enterprises,USA,Antoine Fuqua,Action,43734876,Tears of the Sun,R,7/03/03,121,6.6,Bruce Willis,99418,Alex Lasker,2003,0.84,6.983,0.731
60000000,Revolution Studios,USA,Ron Howard,Adventure,26900336,The Missing,R,26/11/03,137,6.5,Tommy Lee Jones,29091,Thomas Eidson,2003,4.23,1.4,0.6
26000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Action,47811138,Agent Cody Banks,PG,14/03/03,102,5,Frankie Muniz,28662,Ashley Miller,2003,0.6,3.629,1.771
90000000,Walt Disney Pictures,USA,Rob Minkoff,Comedy,75847266,The Haunted Mansion,PG,26/11/03,100,4.9,Eddie Murphy,34691,David Berenbaum,2003,1.274,3.902,1.4
30000000,Miramax,USA,Bruno Barreto,Comedy,15589458,View from the Top,PG-13,21/03/03,87,5.2,Gwyneth Paltrow,22332,Eric Wald,2003,0.6,1.417,0.98
60000000,Paramount Pictures,USA,John Woo,Action,53790451,Paycheck,PG-13,25/12/03,119,6.3,Ben Affleck,93707,Philip K. Dick,2003,3.64,4.331,1.96
46000000,Touchstone Pictures,USA,Roger Donaldson,Action,52802140,The Recruit,PG-13,31/01/03,115,6.6,Al Pacino,118822,Roger Towne,2003,1.546,7.668,1.4
128000000,Walt Disney Feature Animation Florida,USA,Aaron Blaise,Animation,85336277,Tierra de osos,G,31/10/03,85,6.8,Joaquin Phoenix,77498,Tab Murphy,2003,1.4,4.975,0.828
36000000,"""DIA"" Productions GmbH & Co. KG",USA,F. Gary Gray,Action,26183197,A Man Apart,R,4/04/03,109,6.1,Vin Diesel,40381,Christian Gudegast,2003,3.275,0.778,0.744
16000000,Warner Bros.,USA,John Whitesell,Comedy,34308901,Malibu's Most Wanted,PG-13,18/04/03,100,5.1,Jamie Kennedy,16779,Fax Bahr,2003,1.549,1.38,1.052
20000000,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,15408822,A Guy Thing,PG-13,17/01/03,101,5.6,Jason Lee,14915,Greg Glienna,2003,0.98,18.185,0.733
12000000,19 Entertainment,USA,Robert Iscove,Comedy,4922166,From Justin to Kelly,PG,20/06/03,81,2.1,Kelly Clarkson,23990,Kim Fuller,2003,0.828,7.057,0.6
52000000,Metro-Goldwyn-Mayer (MGM),USA,Paul Hunter,Action,23020488,Bulletproof Monk,PG-13,16/04/03,104,5.5,Yun-Fat Chow,43940,Ethan Reiff,2003,1.029,7.903,0.6
25000000,Klasky-Csupo,USA,John Eng,Animation,39399750,Rugrats Go Wild,PG,13/06/03,100,5.6,Jodi Carlisle,6205,Kate Boutilier,2003,1.4,15.992,0.6
17000000,Paramount Pictures,USA,Sam Weisman,Comedy,22734486,Dickie Roberts: Former Child Star,PG-13,5/09/03,98,5.6,David Spade,12287,Fred Wolf,2003,0.608,21.055,2.105
14000000,Dimension Films,USA,David Zucker,Comedy,15550605,My Boss's Daughter,PG-13,22/08/03,86,4.7,Ashton Kutcher,25363,David Dorfman,2003,0.6,3.085,0.6
16000000,Focus Features,USA,Clare Kilner,Comedy,14108518,How to Deal,PG-13,18/07/03,100,5.6,Mandy Moore,8473,Sarah Dessen,2003,0.728,6.4,0.6
20000000,Disney Television Animation,USA,Steve Trenbirth,Animation,47887943,The Jungle Book 2,G,14/02/03,72,5.4,John Goodman,12558,Karl Geurs,2003,1.052,3.392,1.932
8000000,Icon Productions,USA,Keith Gordon,Comedy,336456,The Singing Detective,R,14/11/03,109,5.6,Robert Downey Jr.,7414,Dennis Potter,2003,2.103,21.055,0.6
17000000,Metro-Goldwyn-Mayer (MGM),USA,John Hoffman,Comedy,37566230,Good Boy!,PG,10/10/03,100,5.1,Liam Aiken,3591,Zeke Richardson,2003,0.6,2.799,1.38
1000000,LivePlanet,USA,Efram Potelle,Drama,279282,The Battle of Shaker Heights,PG-13,22/08/03,100,6.1,Shia LaBeouf,3926,Erica Beeney,2003,0.6,4.115,0.6
175000000,Warner Bros.,USA,Wolfgang Petersen,Drama,133378256,Troy,R,14/05/04,163,7.2,Brad Pitt,414038,Homer,2004,1.721,6.517,1.4
17000000,Paramount Pictures,USA,Mark Waters,Comedy,86058055,Mean Girls,PG-13,30/04/04,97,7,Lindsay Lohan,270476,Rosalind Wiseman,2004,0.75,6.42,0.6
25000000,Regency Enterprises,USA,Luke Greenfield,Comedy,14589444,The Girl Next Door,R,9/04/04,108,6.8,Emile Hirsch,180214,David Wagner,2004,0.728,9.311,1.4
27000000,Columbia Pictures,USA,Mike Nichols,Drama,33987757,Closer,R,3/12/04,104,7.3,Natalie Portman,177735,Patrick Marber,2004,1.03,2.189,0.652
120000000,Touchstone Pictures,USA,Antoine Fuqua,Action,51882244,King Arthur,PG-13,7/07/04,126,6.3,Clive Owen,144158,David Franzoni,2004,0.84,1.176,0.84
140000000,Paramount Pictures,USA,Brad Silberling,Adventure,118627117,A Series of Unfortunate Events,PG,17/12/04,108,6.8,Jim Carrey,172422,Robert Gordon,2004,1.269,3.846,0.696
25000000,Miramax,USA,Marc Forster,Biography,51680613,Finding Neverland,PG,17/12/04,106,7.7,Johnny Depp,182038,Allan Knee,2004,1.429,3.347,0.694
75000000,Universal Pictures,USA,Paul Greengrass,Action,176241941,The Bourne Supremacy,PG-13,23/07/04,108,7.8,Matt Damon,379648,Robert Ludlum,2004,0.792,10.412,1.568
70000000,Fox 2000 Pictures,USA,Tony Scott,Action,77911774,Man on Fire,R,23/04/04,146,7.7,Denzel Washington,285049,A.J. Quinnell,2004,2.489,0.6,0.6
