budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
70000000,Universal Pictures,USA,Ron Howard,Comedy,48475290,The Dilemma,PG-13,14/01/11,111,5.3,Vince Vaughn,45768,Allan Loeb,2011,4.23,1.992,1.166
35000000,Millennium Films,USA,Joel Schumacher,Crime,16816,Trespass,R,18/05/12,91,5.3,Nicolas Cage,36771,Karl Gajdusek,2011,2.287,1.823,1.016
40000000,Atlas Entertainment,USA,Dominic Sena,Action,24827228,Season of the Witch,PG-13,7/01/11,95,5.4,Nicolas Cage,80353,Bragi F. Schut,2011,0.6,0.716,1.105
17000000,Endgame Entertainment,USA,Roger Donaldson,Action,41081,Seeking Justice,R,13/01/12,105,6.2,Nicolas Cage,40833,Todd Hickey,2011,1.546,6.167,0.6
40000000,Warner Bros.,USA,Jason Winer,Comedy,33035397,Arthur,PG-13,8/04/11,110,5.7,Russell Brand,47103,Peter Baynham,2011,0.6,5.799,0.84
41000000,Fox 2000 Pictures,USA,David Frankel,Comedy,7204138,The Big Year,PG,14/10/11,100,6.2,Owen Wilson,36943,Howard Franklin,2011,1.231,5.235,0.6
8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,Prom,PG,29/04/11,104,5.4,Aimee Teegarden,13474,Katie Wech,2011,0.652,11.304,0.6
13000000,Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,69136,Intruders,R,20/04/12,100,5.4,Clive Owen,18528,Nicolás Casariego,2011,0.734,18.012,1.38
6600000,TriStar Pictures,USA,Salim Akil,Comedy,37295394,Jumping the Broom,PG-13,6/05/11,100,5.7,Paula Patton,8399,Elizabeth Hunter,2011,0.608,21.188,0.6
32000000,Regency Enterprises,USA,John Whitesell,Action,37915414,"Big Mommas: Like Father, Like Son",PG-13,18/02/11,107,4.4,Martin Lawrence,21446,Matt Fogel,2011,1.549,5.264,0.84
130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Adventure,126477084,Prometheus,R,8/06/12,124,7,Noomi Rapace,503113,Jon Spaihts,2012,3.975,16.854,0.786
180000000,New Line Cinema,USA,Peter Jackson,Adventure,303003568,The Hobbit: An Unexpected Journey,PG-13,14/12/12,169,7.9,Martin Freeman,680250,Fran Walsh,2012,6.079,13.581,6.435
120000000,Summit Entertainment,USA,Bill Condon,Adventure,292298923,The Twilight Saga: Breaking Dawn - Part 2,PG-13,16/11/12,115,5.5,Kristen Stewart,197849,Melissa Rosenberg,2012,1.541,1.48,1.917
40000000,Columbia Pictures,USA,Kathryn Bigelow,Drama,95720716,Zero Dark Thirty,R,11/01/13,157,7.4,Jessica Chastain,231134,Mark Boal,2012,1.455,4.068,0.98
170000000,Roth Films,USA,Rupert Sanders,Action,155332381,Snow White and the Huntsman,PG-13,1/06/12,127,6.1,Kristen Stewart,243327,Evan Daugherty,2012,0.6,23.05,0.6
230000000,Columbia Pictures,USA,Marc Webb,Action,262030663,The Amazing Spider-Man,PG-13,3/07/12,136,7,Andrew Garfield,484931,James Vanderbilt,2012,1.094,8.459,0.652
185000000,Walt Disney Pictures,USA,Mark Andrews,Animation,237283207,Brave,PG,22/06/12,93,7.2,Kelly Macdonald,302017,Brenda Chapman,2012,0.6,9.675,0.6
31000000,Paramount Pictures,USA,Robert Zemeckis,Drama,93772375,Flight,R,2/11/12,138,7.3,Denzel Washington,280858,John Gatins,2012,3.298,9.497,1.396
120000000,Fox 2000 Pictures,USA,Ang Lee,Adventure,124987023,Life of Pi,PG,21/11/12,127,7.9,Suraj Sharma,482766,Yann Martel,2012,1.24,3.198,0.832
65000000,Overbrook Entertainment,USA,McG,Action,54760791,This Means War,PG-13,17/02/12,97,6.3,Reese Witherspoon,157282,Timothy Dowling,2012,0.703,4.801,0.84
30000000,Screen Gems,USA,Michael Sucsy,Drama,125014030,The Vow,PG-13,10/02/12,104,6.8,Rachel McAdams,159841,Abby Kohn,2012,0.6,4.158,1.259
12000000,Green Hat Films,USA,Nima Nourizadeh,Comedy,54731865,Project X,R,2/03/12,88,6.7,Thomas Mann,166912,Matt Drake,2012,1.008,4.249,0.6
45000000,Ixtlan,USA,Oliver Stone,Crime,47382068,Savages,R,6/07/12,131,6.5,Aaron Taylor-Johnson,109373,Shane Salerno,2012,5.109,1.949,0.606
25000000,Warner Bros.,USA,Scott Hicks,Drama,60457138,The Lucky One,PG-13,20/04/12,101,6.5,Zac Efron,85269,Will Fetters,2012,0.656,9.395,1.943
145000000,DreamWorks Animation,USA,Peter Ramsey,Animation,103412758,Rise of the Guardians,PG,21/11/12,97,7.3,Hugh Jackman,133291,David Lindsay-Abaire,2012,0.612,6.66,0.996
10000000,Lionsgate,USA,Jeff Nichols,Drama,21590086,Mud,PG-13,10/05/13,130,7.4,Matthew McConaughey,146045,Jeff Nichols,2012,0.6,6.193,1.406
70000000,Screen Gems,USA,Måns Mårlind,Action,62321039,Underworld Awakening,R,20/01/12,88,6.4,Kate Beckinsale,129757,Len Wiseman,2012,0.692,4.579,2.993
100000000,Millennium Films,USA,Simon West,Action,85017401,The Expendables 2,R,17/08/12,103,6.6,Sylvester Stallone,261485,Richard Wenk,2012,1.22,3.202,0.6
40000000,Lionsgate,USA,Kirk Jones,Comedy,41152203,What to Expect When You're Expecting,PG-13,18/05/12,110,5.7,Cameron Diaz,61163,Shauna Cross,2012,0.84,11.497,0.6
12000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Sci-Fi,64575175,Chronicle,PG-13,3/02/12,89,7.1,Dane DeHaan,216523,Max Landis,2012,0.6,3.085,1.4
10000000,Bleiberg Entertainment,USA,Ariel Vromen,Action,1939441,The Iceman,R,18/10/13,106,6.9,Michael Shannon,60121,Morgan Land,2012,1.063,19.782,0.98
70000000,Universal Pictures,USA,Chris Renaud,Animation,214030500,The Lorax,PG,2/03/12,86,6.4,Zac Efron,83314,Dr. Seuss,2012,0.6,8.568,2.008
26000000,Intrepid Pictures,USA,James McTeigue,Crime,16008272,The Raven,R,27/04/12,110,6.4,John Cusack,76320,Hannah Shakespeare,2012,0.84,4.132,0.728
85000000,Relativity Media,USA,Tarsem Singh,Adventure,64935167,Mirror Mirror,PG,30/03/12,106,5.6,Lily Collins,74728,Marc Klein,2012,1.4,8.459,0.919
40000000,Lakeshore Entertainment,USA,Julie Anne Robinson,Action,26414527,One for the Money,PG-13,27/01/12,91,5.3,Katherine Heigl,36211,Stacy Sherman,2012,0.689,3.902,0.6
95000000,Blue Sky Studios,USA,Steve Martino,Animation,161321843,Ice Age: Continental Drift,PG,13/07/12,88,6.6,Ray Romano,158545,Michael Berg,2012,1.095,12.864,0.766
35000000,Millennium Films,USA,Simon West,Action,304318,Stolen,R,5/04/13,96,5.5,Nicolas Cage,39133,David Guggenheim,2012,1.22,8.568,0.652
14000000,Ghost House Pictures,USA,Ole Bornedal,Horror,49130154,The Possession,PG-13,31/08/12,92,5.9,Natasha Calis,50230,Juliet Snowden,2012,1.02,1.802,1.4
12000000,Screen Gems,USA,Tim Story,Comedy,91547205,Think Like a Man,PG-13,20/04/12,100,6.6,Chris Brown,36989,Keith Merryman,2012,0.764,16.652,0.728
33000000,Offspring Entertainment,USA,Scott Speer,Drama,35074677,Step Up Revolution,PG-13,27/07/12,99,6.5,Kathryn McCormick,48309,Amanda Brody,2012,0.6,5.555,0.84
35000000,Block / Hanson,USA,Rob Cohen,Action,25888412,Alex Cross,PG-13,19/10/12,101,5.1,Tyler Perry,29622,Marc Moss,2012,2.328,8.798,0.6
1800000,Cinereach,USA,Benh Zeitlin,Adventure,12795746,Beasts of the Southern Wild,PG-13,14/02/13,93,7.3,Quvenzhané Wallis,73864,Lucy Alibar,2012,1.4,4.158,0.766
22000000,Fox 2000 Pictures,USA,David Bowers,Comedy,49008662,Diary of a Wimpy Kid: Dog Days,PG,3/08/12,94,6.3,Zachary Gordon,17568,Maya Forbes,2012,1.4,5.555,1.4
2500000,Dog Run Pictures,USA,Jake Schreier,Comedy,3325638,Robot & Frank,PG-13,19/09/12,89,7.1,Peter Sarsgaard,55671,Christopher Ford,2012,0.631,1.578,1.96
40000000,Universal Pictures,USA,Ken Kwapis,Biography,20113965,Big Miracle,PG,3/02/12,107,6.5,Drew Barrymore,16132,Jack Amiel,2012,1.415,5.904,0.6
5000000,Paramount Pictures,USA,Henry Joost,Horror,53921300,Paranormal Activity 4,R,19/10/12,88,4.6,Stephen Dunham,54344,Christopher Landon,2012,1.17,3.392,0.6
6000000,Red Crown Productions,USA,Scott McGehee,Drama,1065000,What Maisie Knew,R,3/05/13,93,7.5,Julianne Moore,23509,Nancy Doyne,2012,0.6,3.439,0.6
25000000,Twentieth Century Fox Film Corporation,USA,Andy Fickman,Comedy,77267296,Parental Guidance,PG,25/12/12,105,6.1,Billy Crystal,22401,Lisa Addario,2012,0.697,1.511,0.6
850000,AdScott Pictures,USA,Jamie Travis,Comedy,1243961,"For a Good Time, Call...",R,2/11/12,88,6,Ari Graynor,14242,Lauren Miller,2012,0.6,0.6,0.6
40000000,Paramount Pictures,USA,Anne Fletcher,Comedy,37134215,The Guilt Trip,PG-13,19/12/12,95,5.8,Barbra Streisand,32039,Dan Fogelman,2012,0.6,1.842,1.22
26350000,Emmett/Furla/Oasis Films (EFO Films),USA,Stephen Frears,Comedy,20998,Lay the Favorite,R,22/06/12,94,4.8,Rebecca Hall,9388,D.V. DeVincentis,2012,0.84,8.789,0.677
3000000,Gold Circle Films,USA,David Brooks,Horror,2034,ATM,R,2/03/12,90,4.7,Alice Eve,20140,Chris Sparling,2012,0.6,7.801,0.6
20000000,New Line Cinema,USA,James Wan,Horror,137400141,The Conjuring,R,19/07/13,112,7.5,Patrick Wilson,342870,Chad Hayes,2013,4.655,7.371,1.932
46000000,Alcon Entertainment,USA,Denis Villeneuve,Crime,61002302,Prisoners,R,20/09/13,153,8.1,Hugh Jackman,449489,Aaron Guzikowski,2013,4.738,21.581,1.543
150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,Frozen,PG,27/11/13,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,1.619,9.927,1.52
225000000,Warner Bros.,USA,Zack Snyder,Action,291045518,Man of Steel,PG-13,14/06/13,143,7.1,Henry Cavill,590734,David S. Goyer,2013,3.346,3.163,2.795
37000000,New Line Cinema,USA,Rawson Marshall Thurber,Comedy,150394119,We're the Millers,R,7/08/13,110,7,Jason Sudeikis,342500,Bob Fisher,2013,0.6,4.06,0.6
130000000,Color Force,USA,Francis Lawrence,Action,424668047,The Hunger Games: Catching Fire,PG-13,22/11/13,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013,1.282,3.899,0.917
20000000,Regency Enterprises,USA,Steve McQueen,Biography,56671993,12 Years a Slave,R,8/11/13,134,8.1,Chiwetel Ejiofor,503763,John Ridley,2013,2.667,0.696,1.585
120000000,Universal Pictures,USA,Joseph Kosinski,Action,89021735,Oblivion,PG-13,19/04/13,124,7,Tom Cruise,418811,Karl Gajdusek,2013,1.298,0.6,1.016
40000000,Film 44,USA,Peter Berg,Action,125095601,Lone Survivor,R,10/01/14,121,7.5,Mark Wahlberg,224829,Peter Berg,2013,0.6,10.412,0.98
30000000,Metro-Goldwyn-Mayer (MGM),USA,Kimberly Peirce,Drama,35266619,Carrie,R,18/10/13,100,5.9,Chloë Grace Moretz,115826,Lawrence D. Cohen,2013,1.27,2.237,0.98
170000000,Marvel Studios,USA,Alan Taylor,Action,206362140,Thor: The Dark World,PG-13,8/11/13,112,7,Chris Hemsworth,456007,Christopher Yost,2013,1.749,3.904,1.25
225000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Jackson,Adventure,258366855,The Hobbit: The Desolation of Smaug,PG-13,13/12/13,161,7.9,Ian McKellen,524571,Fran Walsh,2013,6.079,3.458,6.435
30000000,Good Universe,USA,Spike Lee,Action,2162593,Old Boy,R,27/11/13,104,5.8,Josh Brolin,56204,Garon Tsuchiya,2013,2.337,6.016,0.6
26000000,Paramount Pictures,USA,Michael Bay,Action,49875291,Pain & Gain,R,26/04/13,129,6.5,Mark Wahlberg,172482,Christopher Markus,2013,1.4,2.119,2.613
55000000,Scott Rudin Productions,USA,Paul Greengrass,Biography,107100855,Captain Phillips,PG-13,11/10/13,134,7.8,Tom Hanks,354410,Billy Ray,2013,0.792,3.052,1.812
84000000,Summit Entertainment,USA,Dean Parisot,Action,53262560,RED 2,PG-13,19/07/13,116,6.7,Bruce Willis,136471,Jon Hoeber,2013,0.947,4.83,0.606
30000000,FilmDistrict,USA,Niels Arden Oplev,Action,10880926,Dead Man Down,R,8/03/13,118,6.5,Colin Farrell,57854,J.H. Wyman,2013,0.988,14.44,1.176
35000000,Aggregate Films,USA,Seth Gordon,Comedy,134506920,Identity Thief,R,8/02/13,111,5.7,Jason Bateman,105070,Craig Mazin,2013,1.834,5.235,1.62
61000000,Universal Pictures,USA,Baltasar Kormákur,Action,75612460,2 Guns,R,2/08/13,109,6.7,Denzel Washington,168840,Blake Masters,2013,1.094,1.83,0.766
15000000,Exclusive Media Group,USA,Ric Roman Waugh,Action,42930462,Snitch,PG-13,22/02/13,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013,0.925,6.436,1.4
10000000,Millennium Films,USA,Rob Epstein,Biography,356582,Lovelace,R,20/09/13,93,6.2,Amanda Seyfried,33357,Andy Bellin,2013,0.6,2.772,0.6
35000000,Incentive Filmed Entertainment,USA,Taylor Hackford,Action,17609982,Parker,R,25/01/13,118,6.2,Jason Statham,97771,John J. McLaughlin,2013,1.672,10.839,1.02
19000000,Fox 2000 Pictures,USA,Brian Percival,Drama,21488481,The Book Thief,PG-13,27/11/13,131,7.6,Sophie Nélisse,108953,Markus Zusak,2013,0.982,20.232,0.6
30000000,New Line Cinema,USA,Don Scardino,Adventure,22525921,The Incredible Burt Wonderstone,PG-13,15/03/13,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013,1.043,16.652,1.4
20000000,Dimension Films,USA,Malcolm D. Lee,Comedy,32015787,Scary Movie 5,PG-13,12/04/13,88,3.5,Simon Rex,54324,David Zucker,2013,0.6,7.05,0.6
12000000,Paramount Vantage,USA,Alexander Payne,Adventure,17654912,Nebraska,R,24/01/14,115,7.7,Bruce Dern,97893,Bob Nelson,2013,1.425,7.437,0.6
26000000,Touchstone Pictures,USA,Ken Scott,Comedy,30664106,Delivery Man,PG-13,22/11/13,105,6.4,Vince Vaughn,65081,Ken Scott,2013,0.6,3.958,0.6
3500000,Alliance Films,USA,Scott Stewart,Horror,17411930,Dark Skies,PG-13,22/02/13,97,6.3,Keri Russell,61914,Scott Stewart,2013,0.6,23.05,0.6
250000,Prettybird,USA,Paul Schrader,Drama,49494,The Canyons,R,2/08/13,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013,0.6,5.595,0.98
35000000,Emmett/Furla/Oasis Films (EFO Films),USA,Allen Hughes,Crime,19701164,Broken City,R,18/01/13,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013,1.4,20.232,0.6
40000000,Callahan Filmworks,USA,Peter Segal,Comedy,29807260,Grudge Match,PG-13,25/12/13,113,6.4,Robert De Niro,50116,Tim Kelleher,2013,1.22,2.345,0.6
4000000,Worldview Entertainment,USA,David Gordon Green,Drama,373375,Joe,R,11/04/14,117,6.9,Nicolas Cage,39431,Gary Hawkins,2013,1.96,8.069,0.6
5000000,Unclaimed Freight Productions,USA,Randall Miller,Drama,40040,CBGB,R,11/10/13,101,6.6,Alan Rickman,7038,Jody Savin,2013,0.656,1.96,1.008
165000000,Paramount Pictures,USA,Christopher Nolan,Adventure,188020017,Interstellar,PG-13,7/11/14,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014,19.012,6.66,2.801
61000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Crime,167767189,Gone Girl,R,3/10/14,149,8.1,Ben Affleck,660194,Gillian Flynn,2014,11.286,11.644,1.033
20000000,Thunder Road Pictures,USA,Chad Stahelski,Action,43037835,John Wick,R,24/10/14,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014,2.332,2.013,1.96
25000000,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,59100318,The Grand Budapest Hotel,R,28/03/14,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014,2.443,1.332,1.932
34000000,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862,The Maze Runner,PG-13,19/09/14,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014,0.98,6.415,0.728
85000000,Summit Entertainment,USA,Neil Burger,Adventure,150947895,Divergent,PG-13,21/03/14,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014,1.938,19.782,0.6
170000000,Chernin Entertainment,USA,Matt Reeves,Action,208545589,Dawn of the Planet of the Apes,PG-13,11/07/14,130,7.6,Gary Oldman,355042,Mark Bomback,2014,2.757,4.522,1.388
178000000,Warner Bros.,USA,Doug Liman,Action,100206256,Edge of Tomorrow,PG-13,6/06/14,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014,1.736,1.992,2.468
210000000,Paramount Pictures,USA,Michael Bay,Action,245439076,Transformers: Age of Extinction,PG-13,27/06/14,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014,1.4,30.166,1.317
170000000,Marvel Entertainment,USA,Anthony Russo,Action,259766572,Captain America: The Winter Soldier,PG-13,4/04/14,136,7.8,Chris Evans,559974,Christopher Markus,2014,2.811,14.44,2.613
200000000,Marvel Enterprises,USA,Marc Webb,Action,202853933,The Amazing Spider-Man 2,PG-13,2/05/14,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014,1.094,4.333,3.563
125000000,Color Force,USA,Francis Lawrence,Action,337135885,The Hunger Games: Mockingjay - Part 1,PG-13,21/11/14,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014,1.282,10.412,0.828
160000000,Warner Bros.,USA,Gareth Edwards,Action,200676069,Godzilla,PG-13,16/05/14,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014,1.245,37.331,0.991
50000000,Lucamar Productions,USA,Rob Marshall,Adventure,128002372,Into the Woods,PG,25/12/14,125,6,Anna Kendrick,112609,James Lapine,2014,0.83,21.188,0.6
1000000,Bazelevs Production,USA,Levan Gabriadze,Drama,31537320,Unfriended,R,17/04/15,83,5.6,Heather Sossaman,52922,Nelson Greaves,2014,0.6,11.644,1.048
40000000,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610,Blended,PG-13,23/05/14,117,6.5,Adam Sandler,96218,Ivan Menchell,2014,1.398,10.839,0.6
26000000,DiNovi Pictures,USA,Michael Hoffman,Drama,26761283,The Best of Me,PG-13,17/10/14,118,6.7,James Marsden,51322,J. Mills Goodloe,2014,1.22,2.743,0.6
40000000,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473,Sex Tape,R,18/07/14,94,5.1,Jason Segel,92074,Kate Angelo,2014,1.105,6.165,0.6
1000000,Fewlas Entertainment,USA,Leigh Janiak,Horror,9168,Honeymoon,R,12/09/14,87,5.7,Rose Leslie,20262,Phil Graziadei,2014,0.6,13.555,0.6
60000000,Paramount Pictures,USA,Kenneth Branagh,Action,50577412,Jack Ryan: Shadow Recruit,PG-13,17/01/14,105,6.2,Chris Pine,105471,Adam Cozad,2014,8.763,9.839,1.388
15000000,Bob Industries,USA,Jean-Marc Vallée,Adventure,37880356,Wild,R,19/12/14,115,7.1,Reese Witherspoon,98839,Nick Hornby,2014,1.4,7.493,0.972
3000000,SModcast Pictures,USA,Kevin Smith,Comedy,1821983,Tusk,R,19/09/14,102,5.4,Justin Long,35556,Kevin Smith,2014,1.752,4.243,0.6
100000000,Metro-Goldwyn-Mayer (MGM),USA,José Padilha,Action,58607007,RoboCop,PG-13,12/02/14,117,6.2,Joel Kinnaman,193792,Joshua Zetumer,2014,1.216,10.296,0.6
12600000,Big Screen Productions,USA,Michaël R. Roskam,Crime,10724389,The Drop,R,12/09/14,106,7.1,Tom Hardy,119833,Dennis Lehane,2014,1.114,12.864,1.561
11000000,DiNovi Pictures,USA,R.J. Cutler,Drama,50474843,If I Stay,PG-13,22/08/14,107,6.8,Chloë Grace Moretz,95609,Shauna Cross,2014,0.766,2.178,0.6
5000000,HanWay Films,USA,Adam Wingard,Mystery,322600,The Guest,R,5/09/14,100,6.7,Dan Stevens,73747,Simon Barrett,2014,1.05,7.157,0.6
125000000,Paramount Pictures,USA,Jonathan Liebesman,Action,191204754,Teenage Mutant Ninja Turtles,PG-13,8/08/14,101,5.8,Megan Fox,181678,Josh Appelbaum,2014,0.84,4.335,0.6
70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,The Legend of Hercules,PG-13,10/01/14,100,4.2,Kellan Lutz,47597,Sean Hood,2014,2.139,2.345,0.608
24000000,Annapurna Pictures,USA,Bennett Miller,Biography,12096300,Foxcatcher,R,16/01/15,134,7,Steve Carell,117034,E. Max Frye,2014,1.082,3.183,0.652
42000000,BenderSpink,USA,Sean Anders,Comedy,54445357,Horrible Bosses 2,R,26/11/14,108,6.3,Jason Bateman,129349,Sean Anders,2014,0.6,37.331,1.541
19800000,21 Laps Entertainment,USA,Shawn Levy,Comedy,34290142,This Is Where I Leave You,R,19/09/14,103,6.6,Jason Bateman,59852,Jonathan Tropper,2014,0.856,9.675,1.052
28000000,EuropaCorp,USA,McG,Action,30697999,3 Days to Kill,PG-13,21/02/14,117,6.2,Kevin Costner,75138,Adi Hasak,2014,0.703,5.568,0.98
22000000,Amblin Entertainment,USA,Lasse Hallström,Comedy,54240821,The Hundred-Foot Journey,PG,8/08/14,122,7.3,Helen Mirren,61319,Steven Knight,2014,0.691,3.187,1.702
19000000,Gail Katz Productions,USA,Edward Zwick,Biography,2436062,Pawn Sacrifice,PG-13,25/09/15,115,7,Tobey Maguire,29268,Steven Knight,2014,3.567,7.252,1.702
5000000,Sierra / Affinity,USA,Michael Cuesta,Biography,2450846,Kill the Messenger,R,10/04/15,112,7,Jeremy Renner,36607,Peter Landesman,2014,1.011,6.774,0.6
100000,Duplass Brothers Productions,USA,Charlie McDowell,Drama,511635,The One I Love,R,8/08/14,91,7.1,Mark Duplass,27078,Justin Lader,2014,1.286,3.17,0.6
45000000,Offspring Entertainment,USA,Trish Sie,Drama,14904384,Step Up All In,PG-13,8/08/14,112,6,Ryan Guzman,27883,Duane Adler,2014,0.6,2.902,0.6
145000000,Bullwinkle Studios,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,7/03/14,92,6.8,Ty Burrell,52421,Jay Ward,2014,1.274,13.406,0.84
6000000,Warner Bros. Digital Distribution,USA,Rob Thomas,Crime,3319109,Veronica Mars,PG-13,13/03/14,107,6.8,Kristen Bell,44057,Rob Thomas,2014,0.6,1.4,0.624
15000000,Relativity Media,USA,Roger Donaldson,Action,24984868,The November Man,R,27/08/14,108,6.3,Pierce Brosnan,54875,Michael Finch,2014,1.546,4.132,1.036
5000000,Codeblack Entertainment,USA,Bille Woodruff,Drama,17382982,Addicted,R,10/10/14,106,5.2,Sharon Leal,6772,Christina Welsh,2014,0.694,2.89,1.38
25000000,Cube Vision,USA,Tim Story,Action,134938200,Ride Along,PG-13,17/01/14,99,6.2,Ice Cube,84906,Greg Coolidge,2014,0.764,11.497,0.728
5000000,Anonymous Content,USA,Lynn Shelton,Comedy,440338,Laggies,R,24/10/14,99,6.4,Keira Knightley,34852,Andrea Seigel,2014,1.22,6.4,0.6
24000000,LStar Capital,USA,Tim Story,Comedy,65182182,Think Like a Man Too,PG-13,20/06/14,106,5.8,Kevin Hart,16706,Keith Merryman,2014,0.764,4.158,0.728
12500000,Screen Gems,USA,Steve Pink,Comedy,48637684,About Last Night,R,14/02/14,100,6.1,Kevin Hart,18519,Leslye Headland,2014,1.4,2.703,0.6
13200000,Screen Gems,USA,Sam Miller,Crime,52543632,No Good Deed,PG-13,12/09/14,84,5.6,Taraji P. Henson,14236,Aimee Lagos,2014,0.84,4.158,0.98
15000000,Affirm Films,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,22/08/14,115,6.7,Jim Caviezel,13653,Scott Marshall Smith,2014,1.012,2.579,0.982
61000000,Gotham Group,USA,Wes Ball,Action,81670090,Maze Runner: The Scorch Trials,PG-13,18/09/15,131,6.3,Dylan O'Brien,166404,T.S. Nowlin,2015,0.98,4.698,1.094
160000000,Color Force,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,20/11/15,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015,1.282,0.604,0.828
35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,21/08/15,96,5.7,Rupert Friend,72970,Skip Woods,2015,0.6,4.746,1.976
8500000,CBS Films,USA,Ari Sandel,Comedy,34017854,The DUFF,PG-13,20/02/15,101,6.5,Mae Whitman,60469,Josh A. Cagan,2015,1.38,16.854,1.215
50000000,Paramount Pictures,USA,Sean Anders,Comedy,150357137,Daddy's Home,PG-13,25/12/15,96,6.1,Will Ferrell,72842,Brian Burns,2015,0.6,4.772,0.6
120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,Fantastic Four,PG-13,7/08/15,100,4.3,Miles Teller,125934,Jeremy Slater,2015,0.6,10.865,1.194
74000000,Illumination Entertainment,USA,Kyle Balda,Animation,336045770,Minions,PG,10/07/15,91,6.4,Sandra Bullock,169228,Brian Lynch,2015,0.971,3.013,1.194
10000000,Black Label Media,USA,Jean-Marc Vallée,Comedy,1978592,Demolition,R,8/04/16,101,7,Jake Gyllenhaal,64109,Bryan Sipe,2015,1.4,23.05,0.84
100000000,Warner Bros.,USA,Ron Howard,Action,25020758,In the Heart of the Sea,PG-13,11/12/15,122,6.9,Chris Hemsworth,94603,Charles Leavitt,2015,4.23,21.055,0.99
12000000,Fox 2000 Pictures,USA,Jake Schreier,Drama,32000304,Paper Towns,PG-13,24/07/15,109,6.3,Nat Wolff,76635,Scott Neustadter,2015,0.631,15.992,0.828
150000000,Warner Bros.,USA,Joe Wright,Adventure,35088320,Pan,PG,9/10/15,111,5.8,Levi Miller,49650,Jason Fuchs,2015,0.6,11.304,1.765
26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,Self/less,PG-13,10/07/15,117,6.5,Ryan Reynolds,70564,Àlex Pastor,2015,1.4,11.673,0.6
8000000,Amasia Entertainment,USA,Paco Cabezas,Action,25369,Mr. Right,R,8/04/16,95,6.3,Anna Kendrick,33496,Max Landis,2015,0.756,15.992,1.4
135000000,DreamWorks Animation,USA,Tim Johnson,Animation,177397510,Home,PG,27/03/15,94,6.7,Jim Parsons,79374,Tom J. Astle,2015,1.4,7.346,0.6
40000000,Davis Entertainment,USA,Paul McGuigan,Drama,5775076,Victor Frankenstein,PG-13,25/11/15,110,6,Daniel Radcliffe,40525,Max Landis,2015,1.212,15.56,1.4
8000000,Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,6743776,Me and Earl and the Dying Girl,PG-13,1/07/15,105,7.8,Thomas Mann,96689,Jesse Andrews,2015,1.417,2.857,0.6
25000000,1821 Pictures,USA,Gavin O'Connor,Action,1512815,Jane Got a Gun,R,29/01/16,98,5.9,Natalie Portman,15689,Brian Duffield,2015,0.941,4.644,1.519
50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,Run All Night,R,13/03/15,114,6.6,Liam Neeson,85225,Brad Ingelsby,2015,1.739,8.637,0.84
16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,26/05/16,101,6,Nicholas Hoult,18681,Nathan Parker,2015,0.6,2.73,0.652
28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,21/08/15,100,6.1,Jesse Eisenberg,67391,Max Landis,2015,1.008,11.589,1.4
